CH4,CO2,CO,Health Effect
2.4,2394,16,Possible health effects with long-term exposure.
2.5,424,10,Possible health effects with long-term exposure.
2.4,2290,14,Possible health effects with long-term exposure.
2.6,2367,32,Possible health effects with long-term exposure.
2.2,2080,13,Possible health effects with long-term exposure.
2.1,2378,32,Possible health effects with long-term exposure.
2,1656,19,Possible health effects with long-term exposure.
2,2166,32,Possible health effects with long-term exposure.
2,1235,34,Possible health effects with long-term exposure.
2,1418,30,Possible health effects with long-term exposure.
1.9,748,11,Possible health effects with long-term exposure.
1.9,1098,33,Possible health effects with long-term exposure.
1.9,2426,19,Possible health effects with long-term exposure.
1.9,2000,27,Possible health effects with long-term exposure.
2,1432,26,Possible health effects with long-term exposure.
2,544,32,Possible health effects with long-term exposure.
2,2205,14,Possible health effects with long-term exposure.
2,1749,34,Possible health effects with long-term exposure.
2,2423,25,Possible health effects with long-term exposure.
1.9,2460,14,Possible health effects with long-term exposure.
2,1474,11,Possible health effects with long-term exposure.
2.1,1511,28,Possible health effects with long-term exposure.
2.2,525,26,Possible health effects with long-term exposure.
2.1,736,16,Possible health effects with long-term exposure.
2,1788,22,Possible health effects with long-term exposure.
2,854,19,Possible health effects with long-term exposure.
1.9,759,10,Possible health effects with long-term exposure.
1.9,702,18,Possible health effects with long-term exposure.
1.9,533,13,Possible health effects with long-term exposure.
1.9,971,28,Possible health effects with long-term exposure.
1.9,2343,31,Possible health effects with long-term exposure.
1.9,2450,24,Possible health effects with long-term exposure.
2,1500,33,Possible health effects with long-term exposure.
2,604,20,Possible health effects with long-term exposure.
1.9,1422,27,Possible health effects with long-term exposure.
1.9,2483,13,Possible health effects with long-term exposure.
1.9,1959,15,Possible health effects with long-term exposure.
1.9,2220,13,Possible health effects with long-term exposure.
1.9,1818,25,Possible health effects with long-term exposure.
2,1840,24,Possible health effects with long-term exposure.
1.9,1538,34,Possible health effects with long-term exposure.
1.9,458,26,Possible health effects with long-term exposure.
1.9,1587,22,Possible health effects with long-term exposure.
2.1,824,11,Possible health effects with long-term exposure.
2.1,1406,19,Possible health effects with long-term exposure.
2,617,13,Possible health effects with long-term exposure.
2,1418,22,Possible health effects with long-term exposure.
2.1,937,16,Possible health effects with long-term exposure.
2.1,1554,26,Possible health effects with long-term exposure.
2.3,1898,24,Possible health effects with long-term exposure.
2.7,2159,10,Possible health effects with long-term exposure.
2.2,2248,22,Possible health effects with long-term exposure.
2.1,1262,21,Possible health effects with long-term exposure.
2.1,1028,34,Possible health effects with long-term exposure.
2,415,17,Possible health effects with long-term exposure.
1.9,1179,18,Possible health effects with long-term exposure.
1.9,1431,18,Possible health effects with long-term exposure.
1.9,1608,12,Possible health effects with long-term exposure.
1.9,446,33,Possible health effects with long-term exposure.
1.9,900,29,Possible health effects with long-term exposure.
1.8,2018,12,Possible health effects with long-term exposure.
1.9,1072,24,Possible health effects with long-term exposure.
1.9,997,26,Possible health effects with long-term exposure.
2,1716,33,Possible health effects with long-term exposure.
2,2257,14,Possible health effects with long-term exposure.
1.9,2050,15,Possible health effects with long-term exposure.
1.9,946,12,Possible health effects with long-term exposure.
1.9,2114,19,Possible health effects with long-term exposure.
1.9,1413,27,Possible health effects with long-term exposure.
1.9,2059,19,Possible health effects with long-term exposure.
1.9,1929,12,Possible health effects with long-term exposure.
1.9,1638,15,Possible health effects with long-term exposure.
1.9,737,22,Possible health effects with long-term exposure.
1.9,1205,22,Possible health effects with long-term exposure.
1.9,1953,24,Possible health effects with long-term exposure.
2,1304,28,Possible health effects with long-term exposure.
2,2180,12,Possible health effects with long-term exposure.
1.9,1098,11,Possible health effects with long-term exposure.
1.9,410,17,Possible health effects with long-term exposure.
1.9,1205,16,Possible health effects with long-term exposure.
1.9,552,21,Possible health effects with long-term exposure.
1.9,1714,17,Possible health effects with long-term exposure.
1.9,1897,12,Possible health effects with long-term exposure.
1.9,606,13,Possible health effects with long-term exposure.
1.9,679,21,Possible health effects with long-term exposure.
1.9,2336,27,Possible health effects with long-term exposure.
1.9,2147,11,Possible health effects with long-term exposure.
2,2431,12,Possible health effects with long-term exposure.
2,2152,24,Possible health effects with long-term exposure.
2,1380,33,Possible health effects with long-term exposure.
1.9,1226,24,Possible health effects with long-term exposure.
1.9,1241,22,Possible health effects with long-term exposure.
1.9,1009,28,Possible health effects with long-term exposure.
1.9,983,19,Possible health effects with long-term exposure.
1.9,893,26,Possible health effects with long-term exposure.
1.9,1761,26,Possible health effects with long-term exposure.
1.9,2405,23,Possible health effects with long-term exposure.
1.9,956,32,Possible health effects with long-term exposure.
1.9,1672,10,Possible health effects with long-term exposure.
1.9,1642,18,Possible health effects with long-term exposure.
1.9,1697,15,Possible health effects with long-term exposure.
1.9,2079,18,Possible health effects with long-term exposure.
1.9,516,12,Possible health effects with long-term exposure.
1.9,2137,33,Possible health effects with long-term exposure.
1.9,1581,24,Possible health effects with long-term exposure.
1.9,2343,28,Possible health effects with long-term exposure.
1.9,736,23,Possible health effects with long-term exposure.
1.9,651,23,Possible health effects with long-term exposure.
1.9,738,25,Possible health effects with long-term exposure.
1.9,1400,12,Possible health effects with long-term exposure.
2,1735,30,Possible health effects with long-term exposure.
2,1648,34,Possible health effects with long-term exposure.
2,1386,14,Possible health effects with long-term exposure.
2,2037,31,Possible health effects with long-term exposure.
2,2215,30,Possible health effects with long-term exposure.
1.9,1915,32,Possible health effects with long-term exposure.
1.9,1746,23,Possible health effects with long-term exposure.
1.9,728,29,Possible health effects with long-term exposure.
1.9,1086,32,Possible health effects with long-term exposure.
1.9,1382,27,Possible health effects with long-term exposure.
1.9,2219,11,Possible health effects with long-term exposure.
1.9,1998,17,Possible health effects with long-term exposure.
1.9,2201,31,Possible health effects with long-term exposure.
2,2368,32,Possible health effects with long-term exposure.
2,2403,22,Possible health effects with long-term exposure.
2,1762,31,Possible health effects with long-term exposure.
2,1434,28,Possible health effects with long-term exposure.
1.9,2196,32,Possible health effects with long-term exposure.
1.9,1880,32,Possible health effects with long-term exposure.
